query_id,answer
BHqkB8hyVBLYjeJk,ad86467ee810f2d2 203bd20bd909376d a56fd64b3ff5130f fa8f3e2db701c980 ea4b62cd245b9a77 9bbba29b77e9b1af 8d41bcd6245bfc44 e1b4eba97b8c5240 6e28821e5a681b5a f4310a574a8537ff 8834dddb19f784d8 ba7c52231cdcf72c 52f65d310d04442c 611804dbb9c68a4c 86ed21b72a45fe76 f6cafc65bc477089 9d0d9e73fb885f2d 5292da6569706efe 2224a4f3434b853c baea4f783c8f0a9e dcda6d4244477f5c 4ee895125d18b984 3d94dce8c6582c6b e739b5c7a51e9e18 4524365f48ebcf8d 6f5894fe3efa9dc8 0429a276b248c73d 3762b4cd21a5311c 74e0d44528cf4e3b da827f116d8d25d4 20447325097c906e a588f6a8c3cf7bb9 ab991544f40f5bff 6ca646f31be2f88a 729b329c027bbef3 e23e327b22211b7a 589c0d7a4e77f03a d75bf0ca094f9b5a 6eb4a74791507649 cff075ddb5ecea8b c932d0cdc926e879 947d01b098837c1c 2aa0bb4b66a26abf 02041ecc093b5437 a90eac5917526597 94c3f54985724e22 219b726aaeaf24a6 77591840de7e9360 a5f683039464cdbf 25059bf58e63d838
dkPW1ez4OuJlKP6f,3273767a2bb49d6b bbf504a6b1a049c6 bd5db5a85cb5d137 6584cfa935839cf4 b39e5854ab83559d a234a719880fd744 ab5b5ba8f1cb89be c6a0d82b9f767c9d 7afa7486462f252c 08c03e3b1f19b3aa ce7523dfe05215a7 297d7a16bcc23db9 115a4ff12a55af75 85f30ff0b0c08deb 8e8af64394503d23 0239f8a55c21711f 05f67f8e73f3eeca 83b57f6e2fbe6cf0 a8fa48f1640cb031 2031c678ebb45ba0 829de623e3057ff4 59e13b6f7c8b570a 933cba9a883d872b a4ed2031fd29e18a c6a2cca92ccebbed a8d8a9fd35ab86f4 b08687760ad570bb 24dcada9402c5760 d358644b7d4cc307 827f03257b95993d 1fbd8eabfdbd4e18 f29cbfff2e995f80 289fdf9932be6318 a1463abe11b6bb65 806d23a4615e5841 c2a68365efd026e5 eee1a3ccabea8e5d 530b319de7efdbec 6653907c8b6f7c72 bcc96f7d4da5fa89 dca7f2ed9829d508 c61efa3bd791fe88 c59d6a728daa8d08 cfbfd42debb34200 12594babb482517c cd22f02d9b107f02 2dbb67933540e667 4ded79793f35192e 9dffc265eb9db37c f3f2e6c45bdadb53
QcN46alMOqpAE50I,f9075c5549063c63 a85baed12dcffac7 eba2cc8c8ecef336 7b8e2acd7edb4ddc fae41dd969a99050 0d1acb8159c9bae8 8d9c6c04212bf64b e3ac4995f4cd476a cf8b881b52188f2b 9e999755929baf38 610bdd79153340d1 647754b1f68e08d5 f032343ce917a26f 54f9fd5755051f69 d3580e4f758a08a1 1e33b48ebfd2fc24 b9144f0619e1ae69 12a2f6af38d3966b b308d47410a46636 c207062ef3be9dba 840845c4fe9ba442 a6fa0c2925fd4270 14ebba70f442932c eda2c60a89e63b56 ddd76295790c84cb 89d5e4a102328b0a 1f8ea6168f1bddb3 cfd1607c20a6042d 26388583fe42b87f d3b3f80e584bfe0c f5c0b6e975629ea7 9591c3a5933d9004 10339996143c51c6 4a8fe1c2426e9eab 69ffcfc7c14913f7 c869d5fc44cebf59 522883edf050c18f d72fa9ba9554dded fdfd5f15003a8422 58fa2b026c09f47b 348a8610f61f7631 ee6a87be5b2b27dc d3bd4c2f76635e4e 55964971af6b449d 8a1fa17860c15448 3cb67591cbd8ec55 36f623babbfedcda c9160edbbb3ca1f9 cc197b63194d095a d73aed04c5336798
Q4BzK1C2QbMpWats,7cc855258cf6ed7e 20e2792b14789745 671ec869f80e7688 841b9ab0f8027e7a d7dee04803e8d990 5c42e75509da8ef4 811ef25ecf305ae1 9be59b6411cf11cc d264956dc7321e3b 67c769c0188cee26 a0c0ef62c80c3510 ab7eda7453dc4744 7d85212d723de304 67c7c49bfaab55f5 c606ee82ee3aea6d ce6223ec03da1d47 c913a66658074d96 167627f1ca07c2f6 efb884a729e258b4 453636b090c3d49d 56533898833f7c7f 08c8ec546c71428a c0d26133a251808b 5ed17bc9c21552b5 59576423fe00e3b2 ad54030f161f86e0 96f36cd15a612a3c e213b1a138b0dbc9 97c93a97b9d1a0d2 4d77637bf85a10bc 797e6cf5f97099a2 0471c8f2cd3fe2f3 610c25106f3d0521 fdafca8b9e0bbca3 ce10c9fd3a37c286 5dc47a12fca71d6c 48df650a90cf3709 c5b355d18f2397b6 93b8d7b11253295e f0e0ce99bf127973 ec37406adf01737b 110a360b8eedec78 223a35e8d0bcbe1c 97dc61e01a914a8e 92bc52f8a4737d9b b4444c8d4ef3ae4d 935a7a8c18a23101 7371e8390457dd94 80a009bbfb3f6f7b 82e72028d85b2ec3
94UtW5eRuV3rcDEO,0bc88004234a9cb7 524274c2d227d660 bf121ca8e63ea494 3c20d09240795139 534bcf271df0cce8 72400063523b73ef 4729f8de96814711 61dcb2a462e54b70 035a00c2e4b35638 cdd9f749958d3f82 89ce608eb7222ea7 6a6e82769b7332e7 ab18ad965eb4d116 1fe50f3cb59c1b4a ad5139fd78a41fe1 6fabf64c0905fc3a 304706946e182505 c7867980b064e6c6 6a043732072918dc 454cd854cf16f9d7 e8c8455d23f681b5 404f16957146f0aa 84a424b4414ed0e1 b432dd20d7370b83 dc7c5a6e928b1e1c a8b0ce6a110be36a 414d5d20f42c1c6e ca825c02ce657b80 87b0226c0ff19b34 81be230dd06e8862 fc1db7b860dc7529 523ad5d3912713e1 67aaae3e111c0976 60a4ec4ec8eedcc4 685218bb0c175119 1f3133f5bbe99e4b 609a502d9780d2ae 9874707b293a0589 2b4ff456455572a4 c84aba1aebb8698b af66bc37c1eb21b8 e6b388ae684d5a72 87c690d45a25f35b cfa642f8e82ae713 73e0995ef4d2145f 8b862c8f0998eb01 10397e233d5c55e3 e5ac544203bcdc59 9f782614c991e03d b8305edd18039805
6dYxIAlZOriT6SHH,8d8024054828e9be 9ee2b11a31a70cf5 a4fb1fc05743e013 a84eafaa56ff5697 8a25c667dcca8b38 d2b9491fc7a439cc b5e26b462b1aef93 3dca7ae07ecdb386 974542c247cafa42 65c405ebfb147129 90b3f8b06894c1b6 2aed19e73962d863 8218df0a3a3748b8 0af686fb84b9b92f c90b018b9116a632 9e220e973eb16cea a50929967895f818 e0b2c025293f7146 b0b86882f0584d34 963d1f53046197f3 2ba499cdac8f4646 2c72b49025fcf382 919784e4592095bc 9bd9c8bf05d4e493 5e9c2ac45de30876 040538f9a0254a99 df09e8880d4d13a5 937fd33420050687 d46bd94713770ec5 da7dc4d297aef6eb e289cd35cb30f3c5 3edf9ee666855377 b2cc1ae244c6b85f 83a8c8bbe6863170 ad17e496eca1e630 e9e1e3c16e984182 e2a5b929bae99d57 5ac85ac00cfa19c4 e2995747d7bf520f 076f7d0e6d0bee82 fd66068dd6ea25e9 6f7ac81ef73a5837 5cad0ac6e995c630 33bbaad367e21213 1f83788a1b0e2ef3 439eb894ba7fcb14 14f002fb952c26ed 2b3101c8c27629d8 76c25850e7ead4ce 3c266f24abf9564f
moFmX6XQY5SEz9hU,430bef5508127742 e2613b0dab30d6f3 df54b3f7497d69ed 05d2cd5f312fb219 36eff9b9a7e29644 9879311b1681e073 8cb482057f19610a c65e1b569a7c5d39 2ac8f3a653a3eaf5 63229d195b66275b 6d9043d370b9256b 1e71d883c20c90c2 ff8c83488b07936e 835e72268639dd09 1e24a2caf7db8d2f bf66c5bde034e509 20277fdaf89ff58f ca4f1545aae9664c d0e4967dfe1101db 1c7fb1eb5fa9f23f cfcecefd6ef84b55 beaa3cdf9e479a53 25efb9aae200ea73 84653afed4262adb 445eec11e8ccda32 f5de2ec16f211a23 1f6304600d5c0a9a 5a9903a345570cae e15ec8d2e5920abd ea678b8d36451645 63dfe0ca46ac8063 96639a1a7410e8c4 cfd4e8ec17e1fde3 db05a38694ba70c3 c38eaca8f33609a0 3839e61dd1244803 f338dc60ed5fa61b aa2fe68ebc7f17ce d8b1981ed6e55190 47cae3e69c339f1a bbdf1474f630da80 59dc3da62ce75b1f 8b28ecd85f97c622 5f0af11c55c93f37 fb72f048dd7a014b 2818f595650cb28d fbff61cf8f317fa8 dbb782dde1c41800 90cf903e3812ad28 64b14b52a3e9172e
R66chaldEN0epFjt,0fc323ba42b4e297 ed7535b081298136 99504a447db7c9e4 2e3ea7cf3cac3fef 4d8de295c89f1532 d85ac15a3fb338cd 5645052abdec64ee 58c60077ba4e94e9 706aef11c086f2cc b65b43e4addfb8a1 bdfce93504afe108 fad350ff33deeca7 c7c36cce492b4cc1 bd3c20af6671ec49 69fcee637df221af c24ce13d01895854 03f146fca0626a82 de698aaed82b026f 2712af160c36ee0f e175a70897c87e83 45c28fd6260b744b 006b9e0de279c1bc 2c284338283cd0b2 c6f6d13ccf5e1527 6f6c36575d8e3a5e 4068ab9db47a18c9 449c05b19a9b84f5 d7c119f222db17c3 7affd05a2c12258b 14a175628021a6e9 2bd33044d79aa561 7fe3401678eee538 54e9954ab5c40b1b bb33e6c78f0ce27f 4ed60a213448e787 1c383865e2b1f142 7753d56977ddcf26 5cf8a7a33e21233d 100a93105d2db32b 43666c7a06ba8190 f948dc0d64569efd db3255a7af2edfbb d0b324933fe0b56d 64114898e42c2611 6da8b9794b4ebd42 1b9decf0b7126edf eab2b799ef51fef1 7b3382dc38e49fcb 42ff8d6299d92f37 8d9628a8dbe84340
LeWIzjoTRN8saOxg,a97a60e0b0c7371c 0fbe3bf393bd7462 c0dfe8e3e9c7d31d b495056ef40d11d9 0b7c0b04d3858dae bd2296ed4cea9659 306a6fcc24b3c9bf 5ca4d12a7066a061 adcdff6300cac5e8 59ad84f75ee98b4c 21d795ce5d12a1a7 0aa4988f7527044f b351b2435b10dde2 3086070c012c8e23 e5bd0eef9b7217a3 8e7e64c30f92b48b 74d109ec13995ce9 236cfc946d46f64b 4c4a9f35845839ad c9ec99ffcef43ebb d400282b720cc795 6a1402ef66bbdd4d a4c4f780d720ea71 132b0768a0afd84c b02d4ff96e1d8eac 74012473ecb6f929 ff62e9f24bca34c4 c288d0798a4b5a66 ce412ba63a3567e1 0904dcce0360d5b6 db380030381b69ae 35fe26d7ff039862 f838a0b7f0e285ad dc5e6c841fe80b8f 3c47580490bd2bed 6edf6b69fecf5fb6 9ec1e2f55fd9e653 d36b76ffcde18075 ca8a71860b6dc037 6094c5b0a8227850 6129b43b7272730a 3aa0648373cadc9a 3817da59d8a460f0 6557cc5d11d0fbf7 7f97fd7c949af768 c06a4a823f8dcd23 0fdacb5f72a4b0e3 40c39f40ad41d4b1 7f5f3acf27a0b9d4 5a3430dff56448ba
YeC06bC3Bws9SfaN,15d6c65ea742a8ff 2077e588b04a1f3e eafb0d921301d2fb 27d6424908ffbd80 9f0991316bd710b5 075f0e435e410bb6 0d14050b90c7539f 73ec7717c33a0bc8 cf76823d50532023 6c631488ea544c7b 731d59964ef422c9 51aa95d598a3e4ad 1f378586c898f4dc 33e603bb72cd311c 1be7ea3abede7e51 73da23eb53c33360 1fea6d0ee3b38f32 10f0eb0d5af774b2 8ddb769ec458b3e9 2525ca99d43fe87d c693679ec1d0ffb5 5bbf6ad52f51869f 6307b9021b0ebe03 44c3a0c85aafb858 26eb7ca94e413c0e e95f452bb6921b0c a51b95a235c7cce1 10befce1be3d31e3 c5b59d8fe30439c1 aeadd019ceb0877e 516023a085a94273 c6e79bf6da93b79d 73aae6983e19a09c 30e7e1e25f454abd 036e1bb4542de152 cef0f039bd5bae71 e3ac22ed35f2faeb 071681d16233dfe2 fe8e329cb658167d 36063905268a4cc0 fe2979abe4987ebe d71db9f4415ec353 a90c0bf90718d84c d477d2c2fbc0622f d8b17e572ca0d51e 0ba94d67187fb5ae 5611834f5684ddb8 c373c7f8eac0e77e 36a2c825d08dc29a afb8b4857b9e782e
Mkw7pexvDmMpFdzO,1f524763666d89b8 1c1d824f508ccdc1 57ff6765aa00ff0b 14fac4ca656ee5b5 2c65e59ebe51a3cc d40419884e7012be 6b616bde25aca76f 6690204b035970e4 7c82ab0de9f7650d 03f96ab03cad303d 38dcfa0884e1cd25 0fc9a6997717230f 92dedd578ad31740 2f6d35e4d0253d51 b4522af9085468c8 c52dd22841a70e8c 3a3c151137376980 1b4facb2e322300c f2d0a35333fe0d2a 53d0d8646539de4a 0c5b8bfbe6195876 ce1965850e038a5b 97895d0e01430afd 39a05e646c987d71 a0a387ce1ac24b84 db4bbbc20cecbb59 8ef378dd9209e56f bcef0e8ac0930e5d 19c5074fc45c3668 f88c981aaccd877e 54f4b4f894fec8c6 38d6d1e9ee619919 cd8d6bbaf5589340 3dd5f7dbeb3fa3f3 39f6da7bac4fafa6 eba6ef1c30f8247c cf694d05a493ba91 bfd90d86d2d62902 87b837fc6b0eda28 d856655c9f18e3d6 c9bd6b9f77788cf8 a2116679f1aeda91 3297385b4a6c5dad 85ae0023fe899677 5710cec279080227 082264dbecd2315d 6ec72a27d05b1f0b 1388f9afba0bc2e1 d839a9203526155c bf276fc2ca1312de
M1yUaCX37j5UCE6M,bf6d32e9cac2986f fe8113c31dd663d5 8fa7b4c1988a2c6e 55f8ece9056e50f8 0fbba4484e5590fb 051d2861e217e7c4 801065f01ec7471d 7127da7f3cdc1aec f1851cf6327922db 5508ebe97dec3a2f 2543cfa43fa54f0a 1b63c0257f6bbffb 4711aadf17749757 1417f9615d7d4209 10b283285b9899da e586f6befda610ef 69b23aa6257b66ea 9c54bb56f1427778 a9438720215cf72b 35b0ae8da97bbbbb ef72179daa448367 4e431c9ab03fee8e 97d6900d40921891 60886147bdb384b6 c95b0e54afa46cf1 3a70bcb3086fd54b d3afc8bbda96499f d348ac923558188e 8c5aec51c1d380ad ecc0c384cfc32e9c 2340858f580b8f2b 85aa3939d254fc7b 93e68cf7ffbfef7d d9b0c3036c6211c0 7ff8d24a8dbae395 f838152517273eb2 c2fd0fc05768c164 f214793cf903afa2 881f02823eff975f 174ae15d0d98ab0e e01d72c130019980 924c78209873dffd 0a48ff8e6323a0e1 6325fff44326fafb 0e1fd52167de63f5 b96cce5ffd126cca 2fa2513cc37b9d11 1a0aac9a89c5233b 4d9ace392c717640 ed79d07a6870d6b6
qICpl1nghlMbD1sQ,f86a9d1243df3b56 a5526b66afbaff6a 6fbc07917bbdaab5 e69c0e48e6d6663a 1d9cf7f8484882bf e8b75e53d19a2185 e0c00651ceadf30a ae43fb3eb66c4bee e3d8b8ea9c3a2a72 f5ae6ba3a7c969f8 638df4ff333c78ba 82edabfb3f0ee638 2242be2646a27e02 3abe26891ca22be7 36ca8b412025a827 6a9b6c5dac7f8681 7cedf862500f864a 477469f3115b08d6 1ecfd668e994321f 90d6328d5c4dea0a 5d9271379d848806 0a21c4e43f63ed41 6879876d12974c1c 5ae0346d4c0166db bdd1d6d77b68d2e7 fb25d9a2a8dc6b1f 6ff991315ab63238 3ad11bbac9368352 77894f23a5cc0228 4e77018530eba667 536c49c70a8e6dc0 eb52907acb4bbdc6 25c4aa4d9da2c3ab 2f4c6d5c47273594 61973ab99f664ee9 f6b7741e068c157b 34c6914a44825d07 931745e3565a0fd1 f28d2543024a7d0b 336435801da62d86 86bec06ff9d7fe65 da4d37edc3f92cb9 1a91568e85775763 516596aa025155da 9d1e5a4d7c0c6ea1 88935e2b4ca73f47 089fbb3d18a581cb cc974a5ee4b69791 c3f401206db6d364 db345dea4a408f4c
